geneID,transcript_id,class,condition,bioemu_tier,bioemu_status,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,n_conformations,n_residues,pass_rate,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source,error
AT1G21130,AT1G21130.1,1,HS,1,completed,,0.1863,0.3842,1,3,80.0,373.0,0.8,4.8144,4.4409,38.2756,10.8002,3.1931,25.046,1.027,0.041,9.4638,29.1706,21.1339,bioemu,
AT1G21350,AT1G21350.5,1,HS,2,completed,,0.3107,0.5494,4,17,23.0,265.0,0.46,17.9409,10.0723,53.8233,35.3265,14.4547,36.6322,8.0102,0.2187,8.3698,25.8965,63.6341,bioemu,
AT1G21370,AT1G21370.1,1,NS,2,completed,,0.2782,0.7788,3,31,32.0,342.0,0.64,15.3752,7.6578,52.8195,29.1483,13.9018,29.4492,6.0546,0.2056,8.6901,27.321,31.8663,bioemu,
AT1G21440,AT1G21440.1,1,both,1,completed,,0.1946,0.4433,2,2,68.0,336.0,0.68,9.6261,11.2182,68.9774,28.2811,8.8755,27.1108,2.7677,0.1021,9.5476,29.1565,27.4888,bioemu,
AT1G22140,AT1G22140.3,0,depleted,3,completed,,0.5758,0.7351,3,29,84.0,72.0,0.84,10.7727,3.4852,22.0102,9.9469,10.6889,20.995,3.7023,0.1763,6.1944,24.3042,76.9323,bioemu,
AT1G22280,AT1G22280.3,1,HS,2,completed,,0.3228,0.7394,5,39,45.0,287.0,0.9,2.5938,3.8834,29.7708,7.1411,1.9124,18.7286,0.5605,0.0299,10.8293,29.9603,15.3582,bioemu,
AT1G22470,AT1G22470.1,0,depleted,1,completed,,0.2353,0.502,4,5,53.0,146.0,0.53,18.1446,6.0464,39.5434,20.7195,20.1113,36.441,7.1095,0.1951,6.589,25.4156,114.2975,bioemu,
AT1G22920,AT1G22920.1,1,both,2,completed,,0.3364,0.8448,7,61,45.0,357.0,0.9,12.1791,4.7471,32.0288,13.8715,13.4113,28.3391,2.9659,0.1047,8.5042,28.0375,28.2692,bioemu,
AT1G22940,AT1G22940.1,1,NS,1,completed,,0.1762,0.5442,2,12,80.0,522.0,0.8,7.5841,4.8089,43.2851,14.1869,8.8466,31.6261,1.7332,0.0548,9.9847,29.412,24.0786,bioemu,
AT1G23130,AT1G23130.1,0,depleted,1,completed,,0.2026,0.5327,1,12,95.0,160.0,0.95,1.6939,2.0017,15.3966,2.7112,1.4581,15.6474,0.3592,0.023,9.6875,28.6557,19.2299,bioemu,
AT1G23740,AT1G23740.1,1,HS,1,completed,,0.1488,0.2419,0,0,41.0,386.0,0.41,17.0125,8.0612,54.6562,32.9843,13.4697,31.6979,5.165,0.1629,9.5078,27.2713,32.7102,bioemu,
AT1G23800,AT1G23800.2,1,HS,1,completed,,0.1872,0.3477,0,0,33.0,408.0,0.33,9.9853,9.4239,60.1073,27.3644,13.5172,29.7409,3.4603,0.1163,9.5196,28.7998,27.2432,bioemu,
AT1G24100,AT1G24100.1,1,both,1,completed,,0.1762,0.3631,0,0,96.0,460.0,0.96,1.0769,0.8581,7.3391,1.3605,0.6546,22.0146,0.3006,0.0137,9.8696,29.591,13.2396,bioemu,
AT1G24490,AT1G24490.1,1,HS,3,completed,,0.4242,0.9957,2,154,13.0,499.0,0.13,30.0971,12.2252,63.8772,43.7852,48.3171,46.5462,7.7675,0.1669,8.0281,27.4112,54.5605,bioemu,
AT1G25220,AT1G25220.2,1,NS,1,completed,,0.2329,0.4462,1,2,21.0,289.0,0.21,16.4121,10.7322,59.3564,36.4362,10.5268,32.4016,9.4601,0.292,9.0035,26.8698,45.6504,bioemu,
AT1G26470,AT1G26470.1,0,depleted,3,completed,,0.4459,0.9299,3,46,54.0,133.0,0.54,12.6807,6.1455,35.6026,15.8216,12.7014,31.5183,4.9232,0.1562,7.0075,25.7985,93.8608,bioemu,
AT1G26550,AT1G26550.1,1,HS,3,completed,,0.5113,0.9323,5,35,55.0,142.0,0.55,12.1193,3.5984,21.4704,14.4358,9.3031,16.2965,2.5932,0.1591,8.6338,25.8544,23.5024,bioemu,
AT1G26640,AT1G26640.1,0,depleted,1,completed,,0.1636,0.235,0,0,91.0,332.0,0.91,1.7498,2.0284,17.1926,2.6319,0.8389,20.1052,0.2704,0.0134,9.8795,28.8554,15.3,bioemu,
AT1G26670,AT1G26670.1,1,HS,3,completed,,0.4055,0.6468,8,26,92.0,222.0,0.92,11.9908,2.6759,20.9222,12.3293,13.2781,43.2081,4.8309,0.1118,8.2432,31.7586,105.6787,bioemu,
AT1G26770,AT1G26770.2,1,HS,1,completed,,0.1561,0.2429,0,0,88.0,259.0,0.88,6.3599,3.8092,27.8954,10.4589,5.7992,23.4923,1.5872,0.0676,9.8764,27.9475,26.7769,bioemu,
AT1G27060,AT1G27060.1,0,depleted,2,completed,,0.2585,0.8403,4,30,47.0,386.0,0.94,1.6593,2.2998,18.6751,3.2178,1.8062,20.515,0.3018,0.0147,10.8912,28.6032,13.7014,bioemu,
AT1G27130,AT1G27130.1,1,HS,1,completed,,0.1412,0.1827,0,0,98.0,227.0,0.98,2.2237,1.1801,10.6764,3.3399,2.0528,17.6319,0.6192,0.0351,9.3833,28.8681,17.2101,bioemu,
AT1G27385,AT1G27385.4,1,NS,1,completed,,0.2447,0.5448,2,11,36.0,254.0,0.36,21.4586,6.504,40.4057,28.9397,19.8694,32.0762,7.3671,0.2297,7.622,25.2217,50.903,bioemu,
AT1G27430,AT1G27430.1,1,HS,3,completed,,0.8415,0.9968,7,955,100.0,1492.0,1.0,97.843,13.4866,131.2864,112.2489,129.4559,111.3136,10.177,0.0914,4.8727,18.8489,104.3608,bioemu,
AT1G27730,AT1G27730.1,0,depleted,3,completed,,0.6101,0.88,5,130,46.0,227.0,0.46,27.5083,10.5372,56.3524,39.2198,36.0923,42.707,12.069,0.2826,6.0617,22.8247,100.9678,bioemu,
AT1G27900,AT1G27900.3,1,HS,1,completed,,0.1813,0.6552,2,21,95.0,540.0,0.95,2.1026,1.1841,8.5339,1.8071,2.7028,25.1244,0.682,0.0271,9.5704,29.4985,14.6895,bioemu,
AT1G28135,AT1G28135.1,0,depleted,3,completed,,0.8698,0.9433,1,51,99.0,51.0,0.99,10.2824,3.7883,23.1854,10.0243,10.2395,26.9632,4.8446,0.1797,5.451,21.8661,179.1359,bioemu,
AT1G28150,AT1G28150.2,0,depleted,2,completed,,0.3003,0.7487,1,27,29.0,123.0,0.58,19.1417,4.1771,33.1993,21.763,18.158,27.851,8.9131,0.32,6.6829,23.7825,79.2479,bioemu,
AT1G28230,AT1G28230.1,0,depleted,2,completed,,0.2869,0.597,6,15,45.0,356.0,0.9,2.5273,3.6559,30.9871,1.3837,7.1708,22.9951,0.8596,0.0374,9.6854,31.3459,18.665,bioemu,
AT1G28290,AT1G28290.1,1,both,3,completed,,0.6706,0.9999,2,225,4.0,359.0,0.04,38.8925,14.128,83.2361,30.6552,32.7275,63.7332,11.5317,0.1809,6.6184,22.7629,142.1828,bioemu,
AT1G28370,AT1G28370.2,0,depleted,2,completed,,0.2876,0.6104,5,13,22.0,204.0,0.44,21.0783,7.0421,43.5365,23.0551,27.6278,37.7838,9.2532,0.2449,6.1176,22.459,87.9409,bioemu,
AT1G28380,AT1G28380.1,1,HS,1,completed,,0.2164,0.6407,5,21,80.0,612.0,0.8,4.7363,3.1167,20.1236,3.3027,4.9992,31.2705,1.6805,0.0537,9.2876,27.4721,20.0783,bioemu,
AT1G28480,AT1G28480.1,0,depleted,2,completed,,0.2829,0.5639,2,17,35.0,137.0,0.7,5.8215,4.666,23.663,9.5253,3.3222,14.6893,1.5099,0.1028,9.3577,27.8709,19.792,bioemu,
AT1G28540,AT1G28540.1,0,depleted,3,completed,,0.823,0.951,1,103,71.0,103.0,0.71,13.92,4.9472,29.8053,15.8787,12.1737,29.0431,4.2858,0.1476,6.1165,24.6838,102.9099,bioemu,
AT1G28570,AT1G28570.1,1,NS,1,completed,,0.1597,0.3594,1,4,85.0,389.0,0.85,4.0703,3.6383,24.5215,8.1221,5.6074,24.3613,1.0087,0.0414,9.8458,29.8121,19.1717,bioemu,
AT1G29090,AT1G29090.1,0,depleted,1,completed,,0.1558,0.2363,0,0,93.0,355.0,0.93,5.9878,3.718,26.1832,12.3028,3.9325,26.9187,1.5507,0.0576,9.8254,29.2649,25.6502,bioemu,
AT1G29280,AT1G29280.1,0,depleted,3,completed,,0.7368,0.9895,2,190,22.0,259.0,0.22,27.576,8.0133,50.75,29.1027,38.3284,43.2414,12.409,0.287,6.7104,22.4863,90.7213,bioemu,
AT1G29400,AT1G29400.3,1,HS,3,completed,,0.5679,0.9807,19,211,100.0,800.0,1.0,59.6946,19.397,111.2693,91.4415,53.0231,78.6967,10.0031,0.1271,6.445,21.7964,97.2821,bioemu,
AT1G29465,AT1G29465.1,0,depleted,1,completed,,0.2784,0.333,0,0,75.0,36.0,0.75,7.9472,1.7983,12.5822,7.9472,7.9472,10.8658,2.0529,0.1889,7.3333,23.2841,41.2127,bioemu,
AT1G29850,AT1G29850.3,1,HS,3,completed,,0.5055,0.9891,1,66,51.0,138.0,0.51,8.9189,4.4416,18.6807,8.2328,12.0979,18.2093,2.3092,0.1268,8.5652,28.2811,30.1937,bioemu,
AT1G30110,AT1G30110.1,0,depleted,2,completed,,0.3053,0.5598,5,9,50.0,175.0,1.0,2.7906,2.7023,20.1396,1.9575,4.2898,16.3476,0.5877,0.036,9.12,28.1437,19.1902,bioemu,
AT1G30600,AT1G30600.1,1,NS,1,completed,,0.2107,0.6602,4,24,18.0,832.0,0.18,14.5165,10.5048,64.4689,40.5195,9.3151,32.4634,2.5034,0.0771,10.2644,29.1495,15.9175,bioemu,
AT1G30870,AT1G30870.1,0,depleted,1,completed,,0.1938,0.4488,2,9,44.0,349.0,0.44,12.717,6.925,50.7146,25.5808,12.2091,27.2042,3.1061,0.1142,9.3123,28.1536,26.6476,bioemu,
AT1G31160,AT1G31160.1,0,depleted,1,completed,,0.1444,0.2192,0,0,50.0,187.0,0.5,14.6391,8.3433,50.1105,25.6682,10.0205,29.5638,6.2747,0.2122,7.5508,24.7541,58.7338,bioemu,
AT1G31220,AT1G31220.1,1,NS,1,completed,,0.2071,0.4378,1,10,54.0,292.0,0.54,21.1872,10.7176,52.8773,40.467,15.7743,34.3728,8.4335,0.2454,8.363,26.2323,50.846,bioemu,
AT1G31835,AT1G31835.2,0,depleted,3,completed,,0.5016,0.6804,4,23,89.0,79.0,0.89,8.946,4.4943,25.7317,6.4417,10.3806,25.5949,3.132,0.1224,7.4684,30.0769,104.2049,bioemu,
AT1G31970,AT1G31970.1,1,NS,2,completed,,0.3247,0.9987,3,105,15.0,537.0,0.3,17.0368,12.8662,71.7771,49.7916,23.6559,32.7446,3.2964,0.1007,8.8231,27.6018,25.0908,bioemu,
AT1G32130,AT1G32130.1,1,HS,3,completed,,0.7774,0.999,2,252,4.0,502.0,0.04,24.0569,8.7449,44.2356,32.2462,33.6651,55.6861,3.6751,0.066,6.2191,23.1822,77.6247,bioemu,
AT1G32220,AT1G32220.1,1,HS,1,completed,,0.1431,0.2435,0,0,63.0,296.0,0.63,15.0929,7.6003,50.3954,28.3908,11.1755,33.7732,5.3547,0.1585,8.9324,27.5086,48.4242,bioemu,
AT1G32310,AT1G32310.1,0,depleted,3,completed,,0.64,0.8843,2,63,66.0,100.0,0.66,14.8431,5.5385,30.8043,15.503,14.1832,33.779,5.3855,0.1594,5.84,23.8569,143.3853,bioemu,
AT1G32370,AT1G32370.2,0,depleted,3,completed,,0.4134,0.7724,3,34,78.0,131.0,0.78,17.4936,5.3768,36.0278,18.9947,18.0455,36.8837,7.6755,0.2081,7.2977,30.5578,130.4993,bioemu,
AT1G32440,AT1G32440.1,1,HS,1,completed,,0.1673,0.3076,0,0,33.0,571.0,0.33,17.1235,9.9663,55.4778,41.0682,15.185,34.3007,4.1313,0.1204,9.2504,27.7014,25.8929,bioemu,
AT1G32550,AT1G32550.2,1,both,1,completed,,0.1526,0.2351,0,0,48.0,194.0,0.48,16.7177,7.0152,39.9908,24.2912,15.1321,31.6506,5.947,0.1879,7.9278,25.0031,64.8889,bioemu,
AT1G33040,AT1G33040.1,0,depleted,3,completed,,0.7949,0.9901,5,90,61.0,209.0,0.61,18.6297,6.0371,40.592,26.0121,18.546,40.8737,8.0474,0.1969,7.1388,25.3772,100.4505,bioemu,
AT1G33050,AT1G33050.4,1,HS,3,completed,,0.4769,0.9516,22,131,100.0,693.0,1.0,62.369,8.0007,88.0468,73.973,59.2378,69.6735,13.4422,0.1929,5.6797,20.9652,88.0262,bioemu,
AT1G33265,AT1G33265.1,0,depleted,1,completed,,0.1983,0.3221,1,1,48.0,177.0,0.48,18.3849,7.5362,41.9762,25.2101,18.738,26.1404,6.5469,0.2505,7.9774,28.1435,48.5133,bioemu,
AT1G33520,AT1G33520.1,1,HS,3,completed,,0.5015,0.9475,5,131,29.0,462.0,0.29,31.4644,7.0519,64.0575,42.7738,34.5948,58.7777,10.7989,0.1837,7.1991,24.1989,93.971,bioemu,
AT1G33760,AT1G33760.1,0,depleted,3,completed,,0.4841,0.7871,5,46,41.0,184.0,0.41,13.4189,5.2974,27.8246,13.7365,19.1539,21.5051,5.9222,0.2754,8.0761,26.1678,31.5846,bioemu,
AT1G33810,AT1G33810.1,1,HS,3,completed,,0.5102,0.9318,3,64,56.0,138.0,0.56,15.6355,4.7192,32.9348,18.0474,14.9944,26.2802,6.5096,0.2477,7.058,25.9561,62.8907,bioemu,
AT1G35140,AT1G35140.1,0,depleted,1,completed,,0.1712,0.4226,1,6,87.0,309.0,0.87,5.347,3.7201,28.4055,10.1302,4.7379,23.4393,1.5319,0.0654,9.8188,28.1868,22.3429,bioemu,
AT1G35420,AT1G35420.2,1,HS,1,completed,,0.2568,0.6448,2,17,51.0,315.0,0.51,14.3276,8.4378,53.4556,26.8879,10.8112,24.7693,4.3117,0.1741,9.1556,27.5689,24.4752,bioemu,
AT1G35780,AT1G35780.2,1,HS,3,completed,,0.4896,0.7652,4,70,36.0,212.0,0.36,32.3504,5.0327,48.3385,33.2144,37.7456,50.4751,12.9672,0.2569,5.0849,19.673,151.0181,bioemu,
AT1G36370,AT1G36370.1,1,HS,2,completed,,0.304,0.9071,1,125,16.0,598.0,0.32,13.4769,11.5808,58.768,37.9717,9.4558,37.1459,4.6301,0.1246,8.9197,27.5002,28.9955,bioemu,
AT1G43710,AT1G43710.1,1,HS,2,completed,,0.2247,0.693,2,57,28.0,482.0,0.56,13.0259,9.6872,49.1899,38.2012,9.9054,29.6394,4.1057,0.1385,8.9627,27.6869,22.9035,bioemu,
AT1G43800,AT1G43800.1,0,depleted,1,completed,,0.2093,0.5238,5,7,51.0,391.0,0.51,11.0616,9.5674,60.3604,30.8901,11.1986,25.8096,2.694,0.1044,8.8082,29.0372,21.409,bioemu,
AT1G44790,AT1G44790.1,0,depleted,1,completed,,0.1976,0.3181,1,1,96.0,199.0,0.96,1.4821,1.2108,8.7069,1.1663,2.2716,18.7083,0.4402,0.0235,9.5779,29.0581,22.1017,bioemu,
AT1G45145,AT1G45145.1,1,HS,1,completed,,0.2016,0.3561,1,2,90.0,118.0,0.9,1.6391,1.6854,10.7178,1.7936,1.7193,13.1096,0.1945,0.0148,9.4746,28.0205,18.3024,bioemu,
AT1G45170,AT1G45170.1,0,depleted,1,completed,,0.1537,0.2422,0,0,97.0,213.0,0.97,1.8458,1.3114,6.2928,3.7752,1.8368,19.3924,1.0344,0.0533,9.7183,28.6514,22.1867,bioemu,
AT1G45230,AT1G45230.1,1,HS,3,completed,,0.4003,0.8858,4,58,55.0,219.0,0.55,17.3401,6.7217,33.3105,24.1463,11.8028,29.3308,5.4817,0.1869,6.9224,24.4543,49.3644,bioemu,
AT1G45474,AT1G45474.2,1,HS,1,completed,,0.2101,0.3758,0,0,50.0,256.0,0.5,11.1069,8.0223,48.9333,23.413,7.6959,31.9792,4.5311,0.1417,7.7266,26.8553,50.2003,bioemu,
AT1G47200,AT1G47200.1,1,HS,3,completed,,0.6842,0.9841,4,65,41.0,180.0,0.41,20.3076,8.7124,48.8441,24.8722,24.2033,33.9161,7.6589,0.2258,7.4333,26.0919,80.3065,bioemu,
AT1G48320,AT1G48320.1,1,both,1,completed,,0.1866,0.5263,1,12,96.0,156.0,0.96,1.9975,1.9704,12.642,2.2531,2.7552,15.4696,0.2694,0.0174,10.1538,28.6511,19.2771,bioemu,
AT1G48550,AT1G48550.1,0,depleted,1,completed,,0.1728,0.2722,0,0,91.0,327.0,0.91,1.8028,1.6409,10.2332,1.4243,3.0932,26.5088,0.3911,0.0148,9.1254,26.6687,27.0048,bioemu,
AT1G48600,AT1G48600.2,1,both,1,completed,,0.1956,0.6052,3,13,95.0,491.0,0.95,6.1113,1.7739,12.2317,7.5393,6.9977,26.1966,1.7805,0.068,9.8004,29.9007,17.5638,bioemu,
AT1G48620,AT1G48620.1,1,HS,3,completed,,0.8769,0.9986,6,343,100.0,479.0,1.0,65.9389,17.9785,132.5408,90.7336,68.8887,83.2575,16.0579,0.1929,5.3027,19.9347,181.8531,bioemu,
AT1G48830,AT1G48830.1,1,HS,1,completed,,0.2064,0.4463,2,3,96.0,191.0,0.96,2.8895,1.278,8.5425,3.3834,2.2401,18.2016,1.0022,0.0551,8.555,27.8141,21.7968,bioemu,
AT1G49310,AT1G49310.1,0,depleted,2,completed,,0.3556,0.6284,1,16,47.0,82.0,0.94,10.4101,5.0836,27.3295,9.5222,10.507,21.0281,2.5697,0.1222,7.2439,26.683,67.7635,bioemu,
AT1G49405,AT1G49405.1,0,depleted,2,completed,,0.3044,0.7038,1,18,50.0,152.0,1.0,0.4564,0.2889,2.2882,0.5146,0.4804,17.2934,0.0648,0.0037,9.8553,32.1379,24.7244,bioemu,
AT1G49430,AT1G49430.1,1,HS,1,completed,,0.1605,0.3793,0,0,79.0,665.0,0.79,3.8398,3.5701,17.4437,2.1707,10.8157,26.4103,0.9635,0.0365,10.0571,30.235,13.1806,bioemu,
AT1G49600,AT1G49600.3,1,HS,3,completed,,0.4974,0.998,6,119,13.0,450.0,0.13,30.7414,10.1657,70.9443,43.9641,38.9463,42.1563,3.3764,0.0801,7.8311,25.8451,49.6274,bioemu,
AT1G49650,AT1G49650.1,1,NS,1,completed,,0.1758,0.319,0,0,69.0,374.0,0.69,10.164,7.3596,45.071,26.9474,7.4453,25.4286,4.413,0.1735,9.139,27.7538,21.7262,bioemu,
AT1G49750,AT1G49750.1,1,both,3,completed,,0.4176,1.0,4,126,17.0,494.0,0.17,10.3355,8.4167,38.1674,16.041,13.8686,34.7248,2.8077,0.0809,8.668,26.7578,30.6735,bioemu,
AT1G49760,AT1G49760.1,1,HS,3,completed,,0.4932,0.9995,11,203,1.0,671.0,0.01,0.0,0.0,0.0,0.0,0.0,54.8794,0.0,0.0,7.9016,26.1537,56.4035,bioemu,
AT1G50370,AT1G50370.1,1,both,1,completed,,0.1904,0.4865,1,11,80.0,303.0,0.8,1.5284,2.2379,15.7064,0.9733,4.1929,18.1097,0.2193,0.0121,10.2178,29.2605,13.6016,bioemu,
AT1G50430,AT1G50430.1,1,HS,1,completed,,0.2493,0.4842,4,8,100.0,432.0,1.0,1.7727,1.0693,7.8687,1.8789,2.389,22.544,0.7756,0.0344,9.7407,31.0738,14.7839,bioemu,
AT1G50450,AT1G50450.1,1,HS,1,completed,,0.1628,0.3506,0,0,87.0,428.0,0.87,4.4042,4.2855,37.3372,10.588,5.2723,23.0132,0.822,0.0357,10.1869,29.8184,15.5496,bioemu,
AT1G50900,AT1G50900.1,1,HS,1,completed,,0.18,0.2636,0,0,49.0,175.0,0.49,18.5806,6.9206,46.07,27.0334,14.8665,36.3517,10.7939,0.2969,7.6229,25.6589,94.89,bioemu,
AT1G51140,AT1G51140.1,0,depleted,3,completed,,0.7187,0.9812,3,267,8.0,379.0,0.08,43.0594,10.1529,60.7713,46.5113,30.5676,56.2441,5.1832,0.0922,5.4142,21.2725,104.8876,bioemu,
AT1G51680,AT1G51680.1,1,HS,1,completed,,0.2119,0.6806,2,20,85.0,561.0,0.85,4.6759,4.5131,32.5957,7.7412,11.4269,25.4892,0.89,0.0349,9.8289,29.0105,14.5532,bioemu,
AT1G51760,AT1G51760.1,1,HS,1,completed,,0.1781,0.3607,2,4,89.0,440.0,0.89,3.6104,4.0944,35.7548,9.867,3.879,28.0485,0.8073,0.0288,10.3545,29.8318,22.4686,bioemu,
AT1G52220,AT1G52220.1,1,HS,1,completed,,0.3132,0.5358,1,13,50.0,156.0,0.5,22.3237,5.4184,44.4899,25.3976,22.9647,36.5824,9.4006,0.257,6.3077,25.5824,107.8025,bioemu,
AT1G52340,AT1G52340.1,1,both,1,completed,,0.1617,0.5526,1,13,92.0,285.0,0.92,2.8018,3.0849,24.4557,4.8483,3.1217,19.2552,0.5489,0.0285,9.9298,29.4599,16.3478,bioemu,
AT1G52670,AT1G52670.1,1,HS,2,completed,,0.3179,0.7388,4,57,17.0,274.0,0.34,23.8551,6.4693,52.7455,30.883,20.8839,40.9774,8.0775,0.1971,6.8321,23.1256,77.0102,bioemu,
AT1G52830,AT1G52830.1,0,depleted,1,completed,,0.2826,0.4352,3,2,39.0,189.0,0.39,18.2208,7.2527,44.394,27.9606,13.81,37.6312,8.558,0.2274,6.8148,23.2086,94.155,bioemu,
AT1G52905,AT1G52905.1,0,depleted,1,completed,,0.2048,0.2429,0,0,90.0,47.0,0.9,8.8208,2.1201,16.2014,8.8208,8.8208,17.6349,3.121,0.177,7.5745,32.0,83.1488,bioemu,
AT1G53280,AT1G53280.1,1,NS,1,completed,,0.1515,0.2683,0,0,54.0,438.0,0.54,14.3036,8.2379,55.2647,31.916,11.091,28.7246,3.0078,0.1047,10.2831,29.538,23.6725,bioemu,
AT1G53610,AT1G53610.1,0,depleted,3,completed,,0.3456,0.6541,2,23,58.0,94.0,0.58,12.3129,2.3773,20.7525,12.5778,12.1791,14.8337,1.9424,0.1309,8.2128,24.4589,29.4158,bioemu,
AT1G53970,AT1G53970.2,0,depleted,2,completed,,0.264,0.5853,1,13,25.0,97.0,0.5,9.8628,1.9371,16.8442,9.4827,10.1923,21.0215,2.8929,0.1376,7.2165,24.5523,57.2488,bioemu,
AT1G54120,AT1G54120.1,0,depleted,1,completed,,0.2006,0.3984,0,0,74.0,124.0,0.74,13.0166,5.3084,32.7603,16.0305,12.1769,42.406,6.1287,0.1445,6.5806,27.5693,182.2392,bioemu,
AT1G54290,AT1G54290.1,1,both,2,completed,,0.2439,0.5372,3,11,45.0,113.0,0.9,7.4266,4.1351,24.5941,9.7621,5.5894,20.2795,3.1192,0.1538,8.0177,25.8094,45.7348,bioemu,
AT1G54575,AT1G54575.2,0,depleted,3,completed,,0.7473,0.9892,3,88,66.0,124.0,0.66,23.9731,5.7331,43.0796,21.1141,28.5701,32.5682,9.2616,0.2844,6.4194,24.1042,107.4919,bioemu,
AT1G54580,AT1G54580.1,1,HS,1,completed,,0.1369,0.1839,0,0,88.0,136.0,0.88,13.3192,4.4814,30.2888,16.3757,11.3302,34.0774,6.7663,0.1986,7.0294,25.0178,107.3011,bioemu,
AT1G55210,AT1G55210.1,1,NS,1,completed,,0.1818,0.5279,1,12,99.0,187.0,0.99,4.6816,3.2795,20.106,8.375,3.3063,24.7962,2.2771,0.0918,9.6898,29.4227,41.3181,bioemu,
AT1G55260,AT1G55260.1,0,depleted,2,completed,,0.3233,0.7511,4,27,25.0,227.0,0.5,20.7319,9.2314,49.4993,29.0174,30.0458,31.465,7.5286,0.2393,7.9207,29.4077,54.8073,bioemu,
AT1G55500,AT1G55500.4,1,both,3,completed,,0.5716,0.9641,7,269,100.0,593.0,1.0,52.9019,19.3121,98.6394,84.7621,36.6706,66.4059,12.6904,0.1911,6.0911,21.0659,93.4478,bioemu,
AT1G56500,AT1G56500.2,1,HS,1,completed,,0.2116,0.5344,6,9,7.0,878.0,0.07,19.7278,10.861,69.3461,51.5283,16.9344,38.7038,2.3194,0.0599,9.7084,28.7941,21.4399,bioemu,
AT1G56660,AT1G56660.1,0,depleted,3,completed,,0.997,1.0,1,522,100.0,522.0,1.0,84.4629,8.7766,101.9333,72.7251,84.8451,100.5456,15.5295,0.1545,4.5057,18.0977,243.369,bioemu,
AT1G56700,AT1G56700.1,1,HS,1,completed,,0.1943,0.4626,1,8,83.0,219.0,0.83,1.636,1.6894,13.0647,2.501,0.9102,16.6846,0.1794,0.0108,9.8721,29.35,15.9733,bioemu,
AT1G58110,AT1G58110.2,1,HS,3,completed,,0.5123,0.8974,10,68,12.0,374.0,0.12,32.8346,8.664,61.8143,45.1026,38.8175,58.3265,6.3521,0.1089,6.0856,24.1997,114.3064,bioemu,
AT1G58420,AT1G58420.1,0,depleted,3,completed,,0.6652,0.9283,5,101,65.0,179.0,0.65,26.388,7.0952,51.7688,29.4593,29.9351,47.1557,10.7595,0.2282,6.5251,25.4864,156.1082,bioemu,
AT1G59600,AT1G59600.1,0,depleted,1,completed,,0.2023,0.5092,1,9,89.0,324.0,0.89,5.5417,5.08,34.9638,3.8923,13.1281,23.4096,1.4274,0.061,8.5802,27.1625,21.2545,bioemu,
AT1G60430,AT1G60430.2,1,HS,1,completed,,0.2296,0.4354,1,5,96.0,174.0,0.96,1.2962,0.9455,6.6889,1.7444,1.2319,15.6014,0.1238,0.0079,9.2529,27.383,17.5787,bioemu,
AT1G60640,AT1G60640.2,1,NS,3,completed,,0.9172,0.9999,3,227,2.0,340.0,0.02,28.3012,10.8192,50.5509,29.6858,36.9694,59.1825,12.754,0.2155,6.1353,22.7986,129.4547,bioemu,
AT1G60660,AT1G60660.1,0,depleted,3,completed,,0.4333,0.8089,2,43,85.0,121.0,0.85,12.0198,3.207,22.5396,13.6255,10.9689,20.7389,4.9252,0.2375,7.7686,26.557,44.6677,bioemu,
AT1G60730,AT1G60730.3,1,HS,1,completed,,0.1822,0.4394,3,2,60.0,365.0,0.6,1.9466,2.3269,14.0533,1.5578,2.7733,20.4182,0.2783,0.0136,9.7589,29.1775,14.3533,bioemu,
AT1G61340,AT1G61340.1,0,depleted,2,completed,,0.2892,0.4948,7,5,25.0,185.0,0.5,22.7096,7.2385,46.0103,30.2965,24.4072,40.1846,9.0687,0.2257,6.0757,22.5033,109.6876,bioemu,
AT1G61570,AT1G61570.1,0,depleted,2,completed,,0.363,0.7904,1,25,43.0,87.0,0.86,6.284,2.9651,19.1416,6.7816,5.22,22.8802,2.7985,0.1223,7.1954,28.5967,75.6156,bioemu,
AT1G61920,AT1G61920.1,0,depleted,1,completed,,0.2327,0.2916,0,0,98.0,56.0,0.98,8.6226,3.591,20.0222,8.3093,7.6545,20.8905,4.2145,0.2017,7.6429,32.5214,97.9308,bioemu,
AT1G62150,AT1G62150.1,0,depleted,1,completed,,0.1411,0.2362,0,0,61.0,463.0,0.61,15.4524,9.1692,61.0378,37.8357,19.1121,32.147,5.4893,0.1708,8.5227,28.6035,28.0485,bioemu,
AT1G62180,AT1G62180.1,1,HS,2,completed,,0.2658,0.6306,5,45,16.0,454.0,0.32,16.1174,11.5068,71.9146,42.8287,16.86,38.6746,6.2908,0.1627,8.6256,26.6747,41.4006,bioemu,
AT1G62380,AT1G62380.1,1,HS,1,completed,,0.1871,0.3203,1,3,95.0,320.0,0.95,1.6586,2.5453,22.4624,1.1927,4.3109,20.3647,0.5135,0.0252,9.4375,28.8582,16.2861,bioemu,
AT1G62560,AT1G62560.2,1,NS,2,completed,,0.2563,0.5519,7,18,48.0,396.0,0.96,1.3395,1.5544,11.5884,1.2991,2.2012,22.666,0.3248,0.0143,9.803,28.8235,16.3029,bioemu,
