geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT5G61060,AT5G61060.2,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,13.0,1.526735258547541,2423,664,True,False,False,True,pass
AT4G14342,AT4G14342.2,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,4.0,1.5231774602706982,1089,101,True,False,False,True,pass
AT1G79690,AT1G79690.1,1,HS,canonical_fallback,,protein_coding,21.0,1.522227056496335,2850,772,True,False,False,True,pass
AT3G57050,AT3G57050.1,1,HS,rmats_A3SS_overlap_5candidates,A3SS,protein_coding,13.0,1.5215570715104971,1850,464,True,False,False,True,pass
AT2G26060,AT2G26060.1,1,HS,canonical_fallback,,protein_coding,10.0,1.5215179135591876,1473,352,True,False,False,True,pass
AT3G60210,AT3G60210.1,1,NS,canonical_fallback,,protein_coding,7.0,1.518900337657354,1003,138,True,False,False,True,pass
AT5G24400,AT5G24400.1,1,HS,canonical_fallback,,protein_coding,3.0,1.5181338734288643,1446,325,True,False,False,True,pass
AT5G05230,AT5G05230.1,1,NS,canonical_fallback,,protein_coding,8.0,1.5145465283025308,1652,363,True,False,False,True,pass
AT3G05020,AT3G05020.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,4.0,1.5144863838186948,721,137,True,False,False,True,pass
AT2G37540,AT2G37540.1,1,NS,canonical_fallback,,protein_coding,8.0,1.5134490558996485,1334,321,True,False,False,True,pass
AT1G77930,AT1G77930.3,1,HS,rmats_RI_overlap,RI,protein_coding,4.0,1.5131778832799885,1359,206,True,False,False,True,pass
AT3G28920,AT3G28920.1,1,HS,canonical_fallback,,protein_coding,1.0,1.5114232060569412,1529,312,True,False,False,True,pass
AT5G49510,AT5G49510.1,1,both,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,6.0,1.50964580992804,1303,195,True,False,False,True,pass
AT3G48930,AT3G48930.1,1,HS,canonical_fallback,,protein_coding,6.0,1.5053190917586563,821,160,True,False,False,True,pass
AT2G32060,AT2G32060.2,1,HS,canonical_fallback,,protein_coding,5.0,1.5044370081396017,1013,144,True,False,False,True,pass
AT5G03300,AT5G03300.1,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,11.0,1.503766043293169,1982,345,True,False,False,True,pass
AT1G18170,AT1G18170.1,1,HS,canonical_fallback,,protein_coding,3.0,1.5018031806769283,1168,247,True,False,False,True,pass
AT2G35860,AT2G35860.1,1,NS,canonical_fallback,,protein_coding,2.0,1.5015175085521777,1746,445,True,False,False,True,pass
AT3G10330,AT3G10330.1,1,HS,canonical_fallback,,protein_coding,7.0,1.5001205628225815,1458,312,True,False,False,True,pass
AT5G57015,AT5G57015.1,1,NS,canonical_fallback,,protein_coding,13.0,1.5000830558772202,2054,435,True,False,False,True,pass
AT2G43640,AT2G43640.1,1,NS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,5.0,1.4961821714861392,746,121,True,False,False,True,pass
AT4G36910,AT4G36910.1,1,HS,canonical_fallback,,protein_coding,8.0,1.4958795804686191,1362,236,True,False,False,True,pass
AT5G07010,AT5G07010.1,1,both,canonical_fallback,,protein_coding,1.0,1.491148719519806,1779,359,True,False,False,True,pass
AT2G05070,AT2G05070.1,1,HS,canonical_fallback,,protein_coding,2.0,1.4906721778916123,1143,265,True,False,False,True,pass
AT1G29850,AT1G29850.3,1,HS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,7.0,1.4887813005212027,1088,138,True,False,False,True,pass
AT2G03070,AT2G03070.1,1,HS,canonical_fallback,,protein_coding,13.0,1.487214146182833,2394,524,True,False,False,True,pass
AT2G18410,AT2G18410.2,1,HS,rmats_RI_overlap,RI,protein_coding,8.0,1.4851190305427362,1442,306,True,False,False,True,pass
AT3G55970,AT3G55970.1,1,HS,canonical_fallback,,protein_coding,3.0,1.4812245312884418,1473,363,True,False,False,True,pass
AT3G05520,AT3G05520.2,1,HS,canonical_fallback,,protein_coding,11.0,1.4736893400409732,1213,382,True,False,False,True,pass
AT1G48830,AT1G48830.1,1,HS,canonical_fallback,,protein_coding,6.0,1.4708759518054086,1083,191,True,False,False,True,pass
AT3G25580,AT3G25580.1,1,NS,canonical_fallback,,protein_coding,4.0,1.4696523657638467,1135,210,True,False,False,True,pass
AT3G10340,AT3G10340.1,1,both,canonical_fallback,,protein_coding,3.0,1.463609796430522,2722,707,True,False,False,True,pass
AT4G01070,AT4G01070.1,1,HS,canonical_fallback,,protein_coding,1.0,1.4635817010157508,2030,480,True,False,False,True,pass
AT4G21990,AT4G21990.1,1,both,rmats_RI_overlap,RI,protein_coding,4.0,1.463490084053867,1785,458,True,False,False,True,pass
AT5G14600,AT5G14600.1,1,HS,canonical_fallback,,protein_coding,4.0,1.4626185505630112,1315,318,True,False,False,True,pass
AT5G45775,AT5G45775.2,1,HS,canonical_fallback,,protein_coding,5.0,1.4592820904771613,924,182,True,False,False,True,pass
AT3G10940,AT3G10940.1,1,HS,canonical_fallback,,protein_coding,4.0,1.4587798979137248,1135,282,True,False,False,True,pass
AT5G17990,AT5G17990.1,1,HS,canonical_fallback,,protein_coding,9.0,1.456505927848299,2105,444,True,False,False,True,pass
AT1G08250,AT1G08250.1,1,HS,canonical_fallback,,protein_coding,1.0,1.4559681929558603,1834,413,True,False,False,True,pass
AT4G34215,AT4G34215.2,1,HS,canonical_fallback,,protein_coding,3.0,1.4546807524000351,1298,260,True,False,False,True,pass
AT5G43830,AT5G43830.1,1,HS,canonical_fallback,,protein_coding,4.0,1.4541536545039857,1213,251,True,False,False,True,pass
AT3G54400,AT3G54400.1,1,both,canonical_fallback,,protein_coding,3.0,1.4528673719091356,1708,425,True,False,False,True,pass
AT1G14410,AT1G14410.1,1,both,canonical_fallback,,protein_coding,7.0,1.4527543490612649,1493,263,True,False,False,True,pass
AT3G55010,AT3G55010.2,1,NS,canonical_fallback,,protein_coding,8.0,1.4524348023530171,1694,389,True,False,False,True,pass
AT3G15180,AT3G15180.2,1,HS,rmats_SE_overlap,SE,protein_coding,18.0,1.4481432051733027,1919,551,True,False,False,True,pass
AT2G23600,AT2G23600.2,1,HS,canonical_fallback,,protein_coding,3.0,1.4468610919785414,1496,278,True,False,False,True,pass
AT3G07390,AT3G07390.1,1,HS,rmats_RI_overlap,RI,protein_coding,1.0,1.4451580307100391,1196,273,True,False,False,True,pass
AT4G11640,AT4G11640.1,1,HS,canonical_fallback,,protein_coding,5.0,1.4449980219176843,1410,331,True,False,False,True,pass
AT5G56900,AT5G56900.2,1,NS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,11.0,1.443909336317507,2295,596,True,False,False,True,pass
AT1G48620,AT1G48620.1,1,HS,canonical_fallback,,protein_coding,4.0,1.44195029433335,2308,479,True,False,False,True,pass
AT5G23050,AT5G23050.1,1,both,rmats_SE_overlap_2candidates,SE,protein_coding,14.0,1.440382416928566,2625,721,True,False,False,True,pass
AT3G61370,AT3G61370.2,1,NS,rmats_SE_overlap,SE,protein_coding,5.0,1.4392936069935007,579,127,True,False,False,True,pass
AT1G51760,AT1G51760.1,1,HS,canonical_fallback,,protein_coding,5.0,1.43827585454579,1817,440,True,False,False,True,pass
AT2G46090,AT2G46090.1,1,both,canonical_fallback,,protein_coding,12.0,1.4373534631353644,1408,364,True,False,False,True,pass
AT3G07090,AT3G07090.1,1,NS,canonical_fallback,,protein_coding,5.0,1.4346539200499882,1054,265,True,False,False,True,pass
AT5G63980,AT5G63980.1,1,both,canonical_fallback,,protein_coding,7.0,1.4338143038509663,1062,353,True,False,False,True,pass
AT1G55500,AT1G55500.4,1,both,rmats_RI_overlap,RI,protein_coding,8.0,1.431038465380904,2599,593,True,False,False,True,pass
AT2G28950,AT2G28950.1,1,HS,canonical_fallback,,protein_coding,3.0,1.4300007334742488,1590,257,True,False,False,True,pass
AT1G70790,AT1G70790.1,1,both,canonical_fallback,,protein_coding,4.0,1.428449519323201,1200,185,True,False,False,True,pass
AT5G15390,AT5G15390.2,1,NS,rmats_RI_overlap,RI,protein_coding,5.0,1.4257267640114717,1487,260,True,False,False,True,pass
AT4G22150,AT4G22150.1,1,HS,canonical_fallback,,protein_coding,4.0,1.4199874534257322,1101,302,True,False,False,True,pass
AT3G19290,AT3G19290.3,1,HS,rmats_A3SS_overlap_4candidates,A3SS,protein_coding,5.0,1.4178995473542728,1903,432,True,False,False,True,pass
AT2G46230,AT2G46230.2,1,NS,rmats_RI_overlap,RI,protein_coding,8.0,1.417351456672734,1048,181,True,False,False,True,pass
AT4G35410,AT4G35410.2,1,NS,canonical_fallback,,protein_coding,6.0,1.4145641638036557,928,162,True,False,False,True,pass
AT3G02875,AT3G02875.3,1,NS,rmats_RI_overlap,RI,protein_coding,4.0,1.414084915966559,1805,312,True,False,False,True,pass
AT3G54470,AT3G54470.1,1,HS,canonical_fallback,,protein_coding,6.0,1.4120860018554224,1786,476,True,False,False,True,pass
AT4G33540,AT4G33540.1,1,HS,canonical_fallback,,protein_coding,11.0,1.4111729072637829,1648,355,True,False,False,True,pass
AT1G71040,AT1G71040.1,1,NS,canonical_fallback,,protein_coding,4.0,1.4101893963806995,2481,581,True,False,False,True,pass
AT5G02280,AT5G02280.1,1,NS,canonical_fallback,,protein_coding,3.0,1.4096315236631447,661,141,True,False,False,True,pass
AT2G42220,AT2G42220.1,1,HS,canonical_fallback,,protein_coding,6.0,1.4082133777589814,967,234,True,False,False,True,pass
AT3G16190,AT3G16190.1,1,HS,canonical_fallback,,protein_coding,5.0,1.4081680620563328,910,196,True,False,False,True,pass
AT5G47435,AT5G47435.2,1,NS,canonical_fallback,,protein_coding,8.0,1.4022657135472896,1563,323,True,False,False,True,pass
AT1G73600,AT1G73600.2,1,NS,canonical_fallback,,protein_coding,11.0,1.4016545672464282,1759,504,True,False,False,True,pass
AT3G49100,AT3G49100.2,1,HS,rmats_A5SS_overlap_2candidates,A5SS,protein_coding,5.0,1.401396187089338,1021,103,True,False,False,True,pass
AT1G60640,AT1G60640.2,1,NS,rmats_A3SS_overlap_3candidates,A3SS,protein_coding,11.0,1.4006025661771788,1370,340,True,False,False,True,pass
AT3G60250,AT3G60250.1,1,HS,rmats_A5SS_overlap_3candidates,A5SS,protein_coding,5.0,1.3988725893004308,1486,276,True,False,False,True,pass
AT1G04870,AT1G04870.2,1,HS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,7.0,1.3979393553461592,1626,383,True,False,False,True,pass
AT3G60910,AT3G60910.1,1,HS,canonical_fallback,,protein_coding,8.0,1.3969094188104223,1132,252,True,False,False,True,pass
AT5G20070,AT5G20070.1,1,HS,canonical_fallback,,protein_coding,6.0,1.3964908509472072,1562,438,True,False,False,True,pass
AT1G77680,AT1G77680.1,1,NS,canonical_fallback,,protein_coding,7.0,1.3961761304603912,3963,1055,True,False,False,True,pass
AT1G74100,AT1G74100.1,1,both,canonical_fallback,,protein_coding,1.0,1.3954759778003294,1350,338,True,False,False,True,pass
AT3G47820,AT3G47820.1,1,HS,canonical_fallback,,protein_coding,1.0,1.3951481525317513,2071,531,True,False,False,True,pass
AT5G11950,AT5G11950.1,1,NS,canonical_fallback,,protein_coding,7.0,1.3918414554384586,1187,216,True,False,False,True,pass
AT3G10070,AT3G10070.1,1,both,canonical_fallback,,protein_coding,8.0,1.3916866210613204,1963,539,True,False,False,True,pass
AT3G13860,AT3G13860.1,1,NS,canonical_fallback,,protein_coding,17.0,1.391178463985922,2108,572,True,False,False,True,pass
AT2G32240,AT2G32240.1,1,HS,canonical_fallback,,protein_coding,7.0,1.3907336738366307,4480,1333,True,False,False,True,pass
AT3G21200,AT3G21200.1,1,HS,canonical_fallback,,protein_coding,5.0,1.3898484958334176,1185,317,True,False,False,True,pass
AT3G62650,AT3G62650.2,1,HS,canonical_fallback,,protein_coding,2.0,1.3889633540203827,742,152,True,False,False,True,pass
AT5G19050,AT5G19050.1,1,HS,canonical_fallback,,protein_coding,9.0,1.3864807163356545,1569,361,True,False,False,True,pass
AT4G21960,AT4G21960.1,1,HS,canonical_fallback,,protein_coding,4.0,1.3860007632747298,1829,330,True,False,False,True,pass
AT2G43945,AT2G43945.1,1,HS,canonical_fallback,,protein_coding,6.0,1.3854885608266465,1253,289,True,False,False,True,pass
AT5G47930,AT5G47930.1,1,both,rmats_SE_overlap,SE,protein_coding,4.0,1.3854344429780483,718,84,True,False,False,True,pass
AT4G37210,AT4G37210.1,1,both,canonical_fallback,,protein_coding,6.0,1.384993636367276,1903,492,True,False,False,True,pass
AT1G11240,AT1G11240.1,1,NS,canonical_fallback,,protein_coding,4.0,1.3844337900337542,2372,200,True,False,False,True,pass
AT5G39320,AT5G39320.1,1,HS,canonical_fallback,,protein_coding,2.0,1.3841996846671465,2014,480,True,False,False,True,pass
AT1G19835,AT1G19835.3,1,both,rmats_A5SS_overlap_6candidates,A5SS,protein_coding,7.0,1.382462672256222,3889,982,True,False,False,True,pass
AT2G22480,AT2G22480.1,1,HS,canonical_fallback,,protein_coding,13.0,1.382285434408953,2227,537,True,False,False,True,pass
AT3G08030,AT3G08030.1,1,HS,canonical_fallback,,protein_coding,3.0,1.381283558578539,1709,365,True,False,False,True,pass
AT2G44200,AT2G44200.1,1,HS,canonical_fallback,,protein_coding,3.0,1.3784952141343476,2019,493,True,False,False,True,pass
AT2G30860,AT2G30860.1,1,both,canonical_fallback,,protein_coding,3.0,1.3784248850250804,1233,215,True,False,False,True,pass
AT5G50460,AT5G50460.1,1,NS,canonical_fallback,,protein_coding,3.0,1.3782357941727146,909,69,True,False,False,True,pass
AT5G07830,AT5G07830.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,10.0,1.3773439550694275,2152,543,True,False,False,True,pass
AT2G30150,AT2G30150.2,1,HS,canonical_fallback,,protein_coding,2.0,1.3769940534858909,1772,456,True,False,False,True,pass
AT2G01870,AT2G01870.1,1,NS,canonical_fallback,,protein_coding,1.0,1.3759371688004631,936,157,True,False,False,True,pass
AT5G27030,AT5G27030.2,1,HS,rmats_RI_overlap,RI,protein_coding,24.0,1.3725695321418752,3698,1134,True,False,False,True,pass
AT5G55160,AT5G55160.2,1,HS,rmats_SE_overlap,SE,protein_coding,4.0,1.3707047010714213,691,116,True,False,False,True,pass
AT1G58110,AT1G58110.2,1,HS,canonical_fallback,,protein_coding,5.0,1.3699510874738825,1905,374,True,False,False,True,pass
AT5G11840,AT5G11840.2,1,NS,rmats_RI_overlap,RI,protein_coding,3.0,1.368179910392795,1220,197,True,False,False,True,pass
AT4G14990,AT4G14990.1,1,HS,canonical_fallback,,protein_coding,5.0,1.3681439272815563,3361,787,True,False,False,True,pass
AT4G25840,AT4G25840.1,1,HS,canonical_fallback,,protein_coding,6.0,1.366557449036995,1344,298,True,False,False,True,pass
AT5G14790,AT5G14790.1,1,HS,canonical_fallback,,protein_coding,6.0,1.3662527990641131,1646,346,True,False,False,True,pass
AT4G08540,AT4G08540.1,1,HS,rmats_A5SS_overlap,A5SS,protein_coding,11.0,1.3651681563430498,1759,473,True,False,False,True,pass
AT5G67560,AT5G67560.1,1,HS,rmats_SE_overlap,SE,protein_coding,6.0,1.3648721381920408,1400,184,True,False,False,True,pass
AT5G58490,AT5G58490.1,1,HS,canonical_fallback,,protein_coding,6.0,1.3644427238643462,1258,324,True,False,False,True,pass
AT3G52590,AT3G52590.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,5.0,1.3642315855500189,927,128,True,False,False,True,pass
AT1G79200,AT1G79200.1,1,both,canonical_fallback,,protein_coding,4.0,1.3641675804797004,914,159,True,False,False,True,pass
AT3G55610,AT3G55610.1,1,HS,canonical_fallback,,protein_coding,20.0,1.3595872926681307,2745,726,True,False,False,True,pass
AT1G01910,AT1G01910.2,1,HS,rmats_SE_overlap_4candidates,SE,protein_coding,7.0,1.3590052271723074,1762,353,True,False,False,True,pass
AT5G05000,AT5G05000.3,1,HS,canonical_fallback,,protein_coding,7.0,1.3586078555963912,1684,313,True,False,False,True,pass
AT4G29490,AT4G29490.1,1,HS,canonical_fallback,,protein_coding,16.0,1.358541987052016,1820,486,True,False,False,True,pass
AT2G39940,AT2G39940.1,1,HS,canonical_fallback,,protein_coding,3.0,1.357789883658823,2512,592,True,False,False,True,pass
AT5G43600,AT5G43600.1,1,HS,canonical_fallback,,protein_coding,12.0,1.3541166963940312,1875,476,True,False,False,True,pass
AT3G26740,AT3G26740.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,3.0,1.3540733490797447,1068,141,True,False,False,True,pass
AT5G64480,AT5G64480.2,1,NS,canonical_fallback,,protein_coding,1.0,1.3537503898933505,963,212,True,False,False,True,pass
AT3G25110,AT3G25110.1,1,NS,canonical_fallback,,protein_coding,7.0,1.3518371994906098,1659,362,True,False,False,True,pass
AT1G06760,AT1G06760.1,1,HS,canonical_fallback,,protein_coding,2.0,1.3515437969091015,1159,274,True,False,False,True,pass
AT4G19840,AT4G19840.1,1,HS,canonical_fallback,,protein_coding,3.0,1.3512531909299326,1514,246,True,False,False,True,pass
AT5G57960,AT5G57960.2,1,HS,rmats_RI_overlap,RI,protein_coding,12.0,1.3506994145692706,2194,386,True,False,False,True,pass
AT3G01120,AT3G01120.1,1,both,rmats_A3SS_overlap,A3SS,protein_coding,11.0,1.3489277852963506,2461,563,True,False,False,True,pass
AT2G19385,AT2G19385.1,1,NS,canonical_fallback,,protein_coding,6.0,1.3482491353654076,1253,275,True,False,False,True,pass
AT5G08180,AT5G08180.1,1,NS,canonical_fallback,,protein_coding,4.0,1.3474148942994757,1246,156,True,False,False,True,pass
AT3G63130,AT3G63130.1,1,HS,canonical_fallback,,protein_coding,2.0,1.347354878293679,2182,535,True,False,False,True,pass
AT1G49750,AT1G49750.1,1,both,canonical_fallback,,protein_coding,2.0,1.3453737947637232,2042,494,True,False,False,True,pass
AT5G05470,AT5G05470.1,1,NS,canonical_fallback,,protein_coding,7.0,1.3450366503790538,1282,344,True,False,False,True,pass
AT5G04900,AT5G04900.1,1,NS,rmats_A3SS_overlap,A3SS,protein_coding,13.0,1.3443240335363629,1400,348,True,False,False,True,pass
AT5G52810,AT5G52810.1,1,NS,canonical_fallback,,protein_coding,1.0,1.344219535870413,1356,325,True,False,False,True,pass
AT2G40140,AT2G40140.1,1,HS,canonical_fallback,,protein_coding,2.0,1.3421309092741718,2463,597,True,False,False,True,pass
AT5G62930,AT5G62930.2,1,HS,canonical_fallback,,protein_coding,5.0,1.3421152028756411,1080,268,True,False,False,True,pass
AT4G14030,AT4G14030.1,1,HS,rmats_SE_overlap_2candidates,SE,protein_coding,7.0,1.3417949930387614,1851,490,True,False,False,True,pass
AT2G14750,AT2G14750.1,1,NS,canonical_fallback,,protein_coding,7.0,1.340368020594386,1622,276,True,False,False,True,pass
AT1G26670,AT1G26670.1,1,HS,rmats_SE_overlap,SE,protein_coding,5.0,1.338542686763741,1219,222,True,False,False,True,pass
AT1G08570,AT1G08570.1,1,NS,canonical_fallback,,protein_coding,4.0,1.337185049251602,1714,275,True,False,False,True,pass
AT2G34470,AT2G34470.2,1,NS,rmats_A3SS_overlap_2candidates,A3SS,protein_coding,7.0,1.3370973934607326,1090,276,True,False,False,True,pass
AT3G55005,AT3G55005.1,1,HS,rmats_A3SS_overlap,A3SS,protein_coding,7.0,1.3369601787275118,1268,257,True,False,False,True,pass
AT1G56500,AT1G56500.2,1,HS,rmats_RI_overlap,RI,protein_coding,27.0,1.3356435346258848,3514,878,True,False,False,True,pass
AT4G34920,AT4G34920.1,1,HS,canonical_fallback,,protein_coding,1.0,1.3332234544841093,1480,318,True,False,False,True,pass
AT3G23540,AT3G23540.1,1,HS,canonical_fallback,,protein_coding,14.0,1.3325545540767372,2328,566,True,False,False,True,pass
AT3G22890,AT3G22890.1,1,both,canonical_fallback,,protein_coding,5.0,1.3321269338509114,1905,463,True,False,False,True,pass
AT5G43970,AT5G43970.1,1,HS,canonical_fallback,,protein_coding,1.0,1.3320890289025635,696,99,True,False,False,True,pass
AT3G02630,AT3G02630.1,1,HS,canonical_fallback,,protein_coding,4.0,1.3310502443154526,1671,396,True,False,False,True,pass
AT5G52440,AT5G52440.1,1,NS,canonical_fallback,,protein_coding,6.0,1.3304008185639908,1244,260,True,False,False,True,pass
AT4G00100,AT4G00100.1,1,HS,canonical_fallback,,protein_coding,5.0,1.3299104172909932,973,151,True,False,False,True,pass
AT2G05830,AT2G05830.1,1,NS,rmats_A3SS_overlap_4candidates,A3SS,protein_coding,9.0,1.3298928747719991,1655,374,True,False,False,True,pass
AT3G63250,AT3G63250.1,1,HS,canonical_fallback,,protein_coding,8.0,1.3284018051802406,1937,333,True,False,False,True,pass
AT3G59600,AT3G59600.1,1,NS,canonical_fallback,,protein_coding,5.0,1.3281372417574366,1019,146,True,False,False,True,pass
AT4G36940,AT4G36940.1,1,NS,canonical_fallback,,protein_coding,15.0,1.3278089247921006,2132,559,True,False,False,True,pass
AT5G23580,AT5G23580.1,1,NS,rmats_A3SS_overlap,A3SS,protein_coding,6.0,1.3272107937624182,1845,490,True,False,False,True,pass
AT4G31500,AT4G31500.1,1,HS,canonical_fallback,,protein_coding,2.0,1.3267951919837122,1900,499,True,False,False,True,pass
AT3G19900,AT3G19900.2,1,NS,rmats_RI_overlap,RI,protein_coding,5.0,1.3266501426685702,1552,169,True,False,False,True,pass
AT2G40880,AT2G40880.1,1,HS,canonical_fallback,,protein_coding,2.0,1.3261704237643297,645,125,True,False,False,True,pass
